0,1,2,Class
0.037799384,0.570513,0.3916876,0.0
0.19326776,0.30845064,0.49828163,0.0
0.013574612,0.8337386,0.1526868,0.0
0.47684997,0.4971474,0.02600254,1.0
0.04955929,0.06405943,0.88638127,0.0
0.22417428,0.11058759,0.66523814,0.0
0.11413779,0.11757032,0.7682919,0.0
0.11504941,0.3468339,0.5381167,0.0
0.6400528,0.31039026,0.049556945,0.0
0.16120757,0.15334229,0.68545014,0.0
0.17290793,0.7942515,0.032840595,1.0
0.6333566,0.26454237,0.102101095,0.0
0.015047097,0.31893748,0.6660154,0.0
0.065194406,0.68142384,0.25338182,0.0
0.1268734,0.8110704,0.062056232,0.0
0.5596181,0.40026,0.04012185,0.0
0.049088616,0.56956923,0.3813421,0.0
0.25395477,0.3771549,0.36889032,0.0
0.001955464,0.9948468,0.0031976309,0.0
0.10528289,0.063273825,0.83144325,2.0
0.024868114,0.9267088,0.048423097,0.0
0.123659335,0.5117616,0.3645791,2.0
0.012451502,0.96863055,0.01891798,0.0
0.043716997,0.010369736,0.9459133,0.0
0.23845842,0.6592209,0.10232067,0.0
0.85804915,0.11364269,0.028308116,0.0
0.00011186248,0.9938445,0.00604372,0.0
0.31074852,0.38347292,0.3057785,0.0
0.72113657,0.122842126,0.15602133,0.0
0.99831945,0.00071077386,0.000969753,0.0
0.027629117,0.035556592,0.9368143,0.0
0.531237,0.4570881,0.011674998,0.0
0.97486705,0.022047238,0.0030856878,0.0
0.24483669,0.4923477,0.26281562,0.0
0.21106476,0.33048907,0.45844617,0.0
0.2703707,0.17492492,0.55470437,0.0
0.13575551,0.7395466,0.1246979,0.0
0.32153767,0.5130605,0.16540183,0.0
0.0338579,0.96365464,0.0024874483,1.0
0.01599672,0.9767378,0.007265459,0.0
0.4040466,0.47879905,0.11715438,0.0
0.19109662,0.5612112,0.2476921,0.0
0.28785917,0.037776556,0.67436427,0.0
0.23872767,0.5318177,0.22945464,2.0
0.07368153,0.8597531,0.066565484,0.0
0.14121245,0.77139163,0.08739585,0.0
0.19126172,0.66076183,0.14797641,0.0
0.2979344,0.46803415,0.23403144,2.0
0.047965743,0.021396512,0.9306378,1.0
0.31968686,0.28346512,0.39684805,0.0
0.39393595,0.1085646,0.4974994,0.0
0.6715798,0.02046781,0.30795234,0.0
0.13310201,0.6668687,0.20002921,0.0
0.6245376,0.34607208,0.029390346,0.0
0.9434863,0.00024296966,0.056270856,1.0
0.17610626,0.5525417,0.271352,0.0
0.0550013,4.093823e-05,0.94495773,0.0
0.24735518,0.006649626,0.7459952,1.0
0.29152572,0.5758248,0.13264951,0.0
0.36755854,0.40685752,0.22558394,2.0
0.5594495,0.17491196,0.2656386,0.0
0.3414271,0.56869936,0.08987357,0.0
0.670968,0.21193308,0.117098935,2.0
0.026798055,0.95663106,0.016570862,2.0
0.44903347,0.3904845,0.16048196,0.0
0.016647777,0.25377703,0.72957516,0.0
0.35388675,0.533156,0.112957284,0.0
0.18304574,0.09394615,0.72300816,0.0
0.521223,0.28704673,0.1917303,4.0
0.0011511884,0.002269814,0.996579,4.0
0.52737963,0.44475913,0.02786123,4.0
0.002802498,0.043071035,0.9541264,4.0
0.26079276,0.55181897,0.18738821,4.0
0.26249436,0.70193493,0.03557077,4.0
0.21176404,0.6371589,0.1510771,4.0
0.35325703,0.24971563,0.39702734,4.0
0.20119773,0.75027514,0.04852717,4.0
0.5175759,0.35030335,0.13212065,4.0
0.027026929,0.24236615,0.7306069,4.0
0.28806192,0.6942514,0.017686665,4.0
0.6679096,0.2537971,0.0782933,4.0
0.302083,0.33434907,0.36356798,4.0
0.24375674,0.7269498,0.029293459,4.0
0.03418114,0.58988935,0.3759295,4.0
0.04325779,0.5372443,0.4194979,4.0
0.44768855,0.4264867,0.12582475,4.0
0.02760424,0.9457607,0.026635097,4.0
0.2425722,0.5435631,0.21386456,4.0
0.20646627,0.66018176,0.13335203,4.0
0.052575342,0.82946545,0.117959216,4.0
0.08341988,0.5676645,0.34891567,4.0
0.031331524,0.9447768,0.023891672,4.0
0.16921729,0.761579,0.0692037,4.0
0.0839045,0.72217166,0.19392385,4.0
0.7443355,0.24203566,0.013628807,4.0
0.06281762,0.21679719,0.72038525,4.0
0.12798102,0.6155773,0.2564417,4.0
0.016325077,0.012662809,0.9710122,4.0
0.18764015,0.15682116,0.6555387,4.0
0.039152768,0.3194764,0.6413708,4.0
0.81258017,0.17986906,0.007550785,4.0
0.056212112,0.8959393,0.047848567,4.0
0.532027,0.07429285,0.39368007,4.0
0.012711287,0.68811315,0.29917553,4.0
0.027033685,0.23198228,0.7409841,4.0
0.5133665,0.06286138,0.4237721,4.0
0.28615713,0.25292897,0.46091384,4.0
0.53568876,0.17096515,0.29334605,4.0
0.5145424,0.27682063,0.208637,4.0
0.053518455,0.7892012,0.15728045,4.0
0.17838576,0.68454015,0.13707413,4.0
0.117774986,0.5234199,0.35880506,4.0
0.008333454,0.98829937,0.003367185,4.0
0.16195928,0.57807994,0.25996083,4.0
0.47285497,0.17996442,0.34718055,4.0
0.3883483,0.39590755,0.21574418,4.0
0.2396121,0.7266147,0.033773154,4.0
0.6129337,0.28572017,0.10134619,4.0
0.33244893,0.29922,0.36833102,4.0
0.32232705,0.12826157,0.54941136,4.0
0.9759084,0.015406113,0.008685572,4.0
0.6135318,0.23043267,0.1560355,4.0
0.9249241,0.0027294434,0.07234646,4.0
0.06676956,0.5701572,0.36307326,4.0
0.18588103,0.11719432,0.6969247,4.0
0.3501853,0.15116577,0.4986489,4.0
0.5516797,0.44001335,0.008306973,4.0
0.002755503,0.99655724,0.0006872052,4.0
0.037215136,0.5639738,0.3988111,4.0
0.18309806,0.29581907,0.5210829,4.0
0.013902979,0.8228339,0.16326313,4.0
0.47521964,0.49870476,0.02607553,4.0
0.052707575,0.07089215,0.8764003,4.0
0.21959876,0.1069726,0.6734286,4.0
0.113598526,0.11724605,0.7691554,4.0
0.11200909,0.35619918,0.53179175,4.0
0.6422511,0.30497065,0.052778315,4.0
0.1593799,0.15954289,0.6810772,4.0
0.17270963,0.7915017,0.035788707,4.0
0.6355645,0.26452947,0.09990605,4.0
0.014303016,0.33678728,0.6489097,4.0
0.068242684,0.6718619,0.25989547,4.0
0.12337358,0.815905,0.060721386,4.0
0.548915,0.4122427,0.03884227,4.0
0.050856244,0.5616978,0.387446,4.0
0.2575725,0.3729358,0.36949173,4.0
0.0020115229,0.99453896,0.0034494668,4.0
0.100680314,0.06343814,0.83588153,4.0
0.027280763,0.9184535,0.05426571,4.0
0.12280543,0.51474464,0.36244997,4.0
0.012809492,0.9690141,0.018176354,4.0
0.04312484,0.009753229,0.947122,4.0
0.23435566,0.66218156,0.10346281,4.0
0.8603349,0.11155207,0.02811312,4.0
0.0001091139,0.9939579,0.005933003,4.0
0.3057767,0.3784881,0.3157352,4.0
0.71681327,0.12356783,0.15961896,4.0
0.9983668,0.00068947044,0.00094383117,4.0
0.027651303,0.03568916,0.93665946,4.0
0.52843744,0.4591554,0.012407138,4.0
0.97242427,0.024222406,0.003353344,4.0
0.24558485,0.48731092,0.26710433,4.0
0.21478811,0.3228942,0.46231768,4.0
0.27542546,0.16486011,0.55971444,4.0
0.1390624,0.7357603,0.12517737,4.0
0.3304491,0.50194985,0.16760105,4.0
0.035855282,0.96159506,0.0025496308,4.0
0.014672461,0.9779645,0.0073629883,4.0
0.41391888,0.48634702,0.09973405,4.0
0.19284384,0.56099015,0.246166,4.0
0.27529773,0.036550954,0.68815124,4.0
0.23963472,0.53733903,0.22302634,4.0
0.07068276,0.8632558,0.06606142,4.0
0.1413711,0.7692133,0.089415535,4.0
0.19014229,0.66423607,0.1456217,4.0
0.29780412,0.4695442,0.23265176,4.0
0.04653479,0.02108215,0.9323831,4.0
0.32911772,0.2784302,0.39245215,4.0
0.3923157,0.10548202,0.5022023,4.0
0.6649993,0.021020567,0.31398013,4.0
0.13191704,0.66139996,0.20668301,4.0
0.62377024,0.34582105,0.030408788,4.0
0.94646335,0.00023312555,0.053303577,4.0
0.1734179,0.5510259,0.27555615,4.0
0.053900696,3.8664217e-05,0.94606066,4.0
0.2401542,0.007030789,0.752815,4.0
0.29747808,0.57471985,0.12780213,4.0
0.37219828,0.4076284,0.22017333,4.0
0.55320716,0.17801088,0.26878196,4.0
0.34029976,0.574855,0.08484519,4.0
0.6487802,0.22527108,0.12594871,4.0
0.026461901,0.9569493,0.016588768,4.0
0.4591434,0.38044357,0.16041304,4.0
0.01680695,0.2360643,0.7471288,4.0
0.35337135,0.53379375,0.11283494,4.0
0.18014015,0.09788088,0.72197896,4.0
0.041752156,0.024839828,0.933408,0.0
0.2874976,0.23036328,0.48213905,0.0
0.55576533,0.39518693,0.04904778,0.0
0.079322204,0.33464417,0.58603364,0.0
0.05239149,0.8487262,0.09888229,2.0
0.30975223,0.22264834,0.4675994,0.0
0.47804317,0.14983577,0.37212104,0.0
0.006803838,0.9923848,0.00081130245,0.0
0.7117078,0.14871489,0.13957728,2.0
0.39383304,0.14750665,0.45866036,0.0
0.51872694,0.15317127,0.3281018,0.0
0.25527304,0.64469427,0.100032635,0.0
0.19230285,0.102361456,0.7053357,1.0
0.44968122,0.34487462,0.20544417,0.0
0.19522737,0.68948,0.11529259,0.0
0.009275019,0.015830498,0.97489446,0.0
0.85216886,0.0027523683,0.14507872,0.0
0.059399825,0.4813198,0.4592803,0.0
1.12926255e-05,0.006020035,0.9939687,0.0
0.001814718,0.0014063374,0.996779,1.0
0.3094674,0.4962787,0.19425385,2.0
0.9397113,0.03605377,0.02423495,1.0
0.47455418,0.5078934,0.017552488,1.0
0.14570105,0.05191164,0.8023873,2.0
0.002808173,0.9959741,0.0012177045,1.0
0.063239925,0.39275274,0.5440073,0.0
0.32374105,0.012158547,0.6641004,0.0
0.63183767,0.23994243,0.12821986,0.0
0.93197954,0.033618107,0.034402333,0.0
0.27335635,0.0024130153,0.7242306,2.0
0.47671115,0.38083258,0.14245635,0.0
0.40423638,0.3262344,0.26952916,0.0
0.13962056,0.78435344,0.076026,0.0
0.10717904,0.008924619,0.8838964,0.0
0.39333105,0.3259998,0.28066918,0.0
0.05659178,0.0045223,0.9388859,0.0
0.9554271,0.031893466,0.012679485,0.0
0.032251723,0.8704784,0.09726988,2.0
0.08855325,0.46250507,0.44894168,0.0
0.002961911,0.012082534,0.9849555,0.0
0.010550569,0.14632948,0.8431199,0.0
0.00024884398,0.99941516,0.000336018,1.0
0.16814385,0.10812051,0.7237357,0.0
0.21239644,0.09683119,0.69077235,0.0
0.5542388,0.0601383,0.38562286,0.0
0.0070741447,0.04128607,0.95163983,0.0
0.4164931,0.13012592,0.4533809,0.0
0.20998405,0.34583947,0.44417655,0.0
0.86222434,0.112253435,0.025522303,1.0
0.70688677,0.26618224,0.026931064,0.0
0.3849336,0.3525098,0.26255658,0.0
0.032413904,0.03579167,0.93179446,0.0
0.009573453,0.96325785,0.027168715,0.0
0.16818242,0.5598573,0.27196026,0.0
0.1433728,0.53094757,0.3256797,0.0
0.018799646,0.025634767,0.9555656,0.0
0.15530775,0.8062254,0.038466748,0.0
0.22426015,0.30336317,0.4723767,0.0
0.0021471884,0.026097784,0.971755,0.0
0.014285373,0.92968756,0.05602707,0.0
0.096380405,0.8049992,0.098620445,0.0
0.4255361,0.10341612,0.47104776,0.0
0.14477356,0.7575153,0.09771111,0.0
0.2012038,0.06772178,0.7310744,2.0
0.005492397,0.99423367,0.00027391312,0.0
0.46261021,0.08844041,0.44894946,0.0
0.7339905,0.12774709,0.13826239,0.0
0.14668117,0.8515269,0.0017918353,0.0
0.0042854734,0.9949497,0.0007647989,0.0
0.40803638,0.032138776,0.5598248,0.0
0.0016995057,0.017794421,0.98050606,1.0
0.7113969,0.14438982,0.14421323,0.0
0.5997373,0.19861533,0.2016474,0.0
0.19885406,0.6865412,0.11460476,0.0
0.43962508,0.5129682,0.047406707,0.0
0.15798709,0.76812524,0.073887706,0.0
0.30219072,0.42682797,0.2709813,0.0
0.7263572,0.1537254,0.11991741,0.0
0.9613763,0.019176973,0.019446764,1.0
0.8611099,0.061498698,0.07739143,0.0
0.16389032,0.5672531,0.26885656,0.0
0.69786453,0.27287403,0.029261427,0.0
0.17113385,0.3666607,0.46220544,0.0
0.1842634,0.07927832,0.73645824,0.0
0.57728994,0.1477809,0.2749291,0.0
0.32354176,0.44690534,0.22955292,0.0
0.99937445,0.00019443064,0.00043112016,2.0
0.18420169,0.81378603,0.0020123397,0.0
0.57954234,0.3408085,0.07964912,0.0
0.373994,0.41931048,0.20669556,0.0
0.7667735,0.16754512,0.06568137,0.0
0.2754154,0.6731347,0.051449906,1.0
0.12263051,0.12329865,0.7540708,0.0
0.76625997,0.15050213,0.08323787,0.0
0.05232462,0.0023897395,0.9452856,0.0
0.26653302,0.106242575,0.6272244,0.0
0.5559707,0.26958594,0.17444326,0.0
0.20378177,0.637291,0.15892725,2.0
0.00723617,0.56309664,0.4296672,1.0
0.0061386493,0.6906666,0.30319476,1.0
0.45535564,0.20708595,0.33755845,0.0
0.32375604,0.58431816,0.09192577,2.0
0.43205094,0.20770718,0.36024183,0.0
0.78202486,0.0720015,0.14597364,0.0
0.09375799,0.7153086,0.19093342,1.0
0.18580037,0.4560781,0.35812154,2.0
0.5967717,0.024307096,0.3789212,0.0
0.13990274,0.7402647,0.11983256,1.0
0.0675349,0.7718758,0.16058934,0.0
0.29995108,0.32126322,0.3787857,0.0
0.04271839,0.6085107,0.34877092,2.0
0.79429007,0.0047935406,0.2009164,0.0
0.0050509707,0.4577083,0.5372407,1.0
0.0551472,0.52185315,0.42299965,0.0
0.18739209,0.4198353,0.3927726,0.0
0.011186361,0.027415417,0.9613982,2.0
0.9314185,0.014725716,0.053855777,1.0
0.94837624,0.045033026,0.006590677,1.0
0.52670395,0.16850738,0.3047887,0.0
0.35044688,0.17249009,0.47706306,2.0
0.00029971494,0.004131018,0.9955693,0.0
0.93290156,0.046570603,0.020527758,0.0
0.18077204,0.7113571,0.107870825,2.0
0.5373215,0.20928408,0.2533944,0.0
0.099158294,0.12703617,0.77380556,2.0
0.36473078,0.07222024,0.563049,0.0
0.04080252,0.9082377,0.050959736,0.0
0.5025727,0.27242175,0.22500554,0.0
0.041417234,0.025253631,0.9333291,4.0
0.29395843,0.21512626,0.49091527,4.0
0.5483298,0.40288562,0.04878467,4.0
0.08045297,0.3400304,0.57951665,4.0
0.054606397,0.83494556,0.11044797,4.0
0.30636236,0.2237815,0.4698561,4.0
0.4804469,0.15647124,0.36308178,4.0
0.006962054,0.99215513,0.0008827991,4.0
0.71275437,0.14788406,0.1393616,4.0
0.38361052,0.1551161,0.46127337,4.0
0.5255092,0.15317015,0.32132062,4.0
0.2612135,0.63956434,0.09922217,4.0
0.19103856,0.0984415,0.71051985,4.0
0.44637603,0.34864852,0.20497541,4.0
0.17697662,0.71610236,0.106920995,4.0
0.008972591,0.015289808,0.9757376,4.0
0.85244185,0.002987496,0.1445707,4.0
0.059651427,0.49834278,0.4420058,4.0
1.1946144e-05,0.0064918133,0.9934962,4.0
0.0018527688,0.0015406271,0.9966066,4.0
0.2978166,0.5071765,0.19500688,4.0
0.9387443,0.035689626,0.025566028,4.0
0.47183564,0.51077306,0.017391287,4.0
0.1546589,0.053471018,0.7918701,4.0
0.0028488412,0.9958884,0.0012628438,4.0
0.06375021,0.38836917,0.5478806,4.0
0.31722033,0.011606421,0.6711733,4.0
0.6290751,0.24236454,0.12856032,4.0
0.9346032,0.032814022,0.032582752,4.0
0.28224066,0.0024715438,0.71528774,4.0
0.4607532,0.38927957,0.1499673,4.0
0.4003605,0.32867357,0.2709659,4.0
0.13916428,0.7856752,0.075160466,4.0
0.10459455,0.008910537,0.88649493,4.0
0.3987777,0.31490764,0.28631467,4.0
0.056421194,0.0044861794,0.9390926,4.0
0.9571132,0.029805364,0.013081456,4.0
0.032230824,0.8715678,0.09620144,4.0
0.09226494,0.45287278,0.45486227,4.0
0.0031094397,0.012734071,0.9841564,4.0
0.01054755,0.15148209,0.8379704,4.0
0.00024336214,0.99943286,0.0003237668,4.0
0.16411713,0.11060628,0.7252765,4.0
0.21305466,0.10171738,0.685228,4.0
0.5549062,0.064648286,0.38044545,4.0
0.0072213737,0.038727358,0.95405126,4.0
0.41168612,0.1285885,0.45972532,4.0
0.21009284,0.34889483,0.4410124,4.0
0.8560974,0.11603854,0.0278641,4.0
0.7029425,0.27022657,0.02683085,4.0
0.3900388,0.34352982,0.26643136,4.0
0.031547464,0.035792552,0.93266,4.0
0.009135556,0.9647861,0.026078317,4.0
0.16735965,0.56348,0.2691603,4.0
0.13795443,0.5486624,0.31338322,4.0
0.019296952,0.026680253,0.9540228,4.0
0.14536715,0.8178503,0.036782525,4.0
0.22033255,0.3137706,0.46589684,4.0
0.0023171168,0.024403038,0.9732799,4.0
0.013808588,0.930486,0.055705294,4.0
0.104416184,0.7858536,0.10973022,4.0
0.4178147,0.10729502,0.47489026,4.0
0.13756685,0.76301366,0.09941956,4.0
0.19721922,0.06963718,0.73314357,4.0
0.005870117,0.99383026,0.00029957484,4.0
0.4768437,0.08478102,0.43837523,4.0
0.71591645,0.13298416,0.15109938,4.0
0.160957,0.83724517,0.0017978797,4.0
0.0044160523,0.99476576,0.00081826176,4.0
0.40165898,0.030781567,0.5675594,4.0
0.0017364802,0.018605463,0.979658,4.0
0.71389854,0.14163053,0.1444709,4.0
0.6022277,0.1959175,0.20185475,4.0
0.2029674,0.682363,0.11466958,4.0
0.41561237,0.5397571,0.04463053,4.0
0.14416999,0.7873241,0.068505906,4.0
0.31097648,0.42552778,0.2634957,4.0
0.7446118,0.1444955,0.11089266,4.0
0.9613004,0.018465424,0.02023415,4.0
0.8639396,0.06084815,0.07521224,4.0
0.1678445,0.56597745,0.26617804,4.0
0.696073,0.27577618,0.02815081,4.0
0.17775433,0.36541978,0.45682588,4.0
0.18043533,0.082160726,0.737404,4.0
0.57258433,0.15032497,0.27709064,4.0
0.32271945,0.43444845,0.24283211,4.0
0.9994135,0.0001838725,0.00040269332,4.0
0.20069218,0.7970563,0.002251494,4.0
0.58943325,0.33015567,0.080411024,4.0
0.37642464,0.43069816,0.19287723,4.0
0.77955884,0.1587249,0.061716247,4.0
0.27484027,0.67692566,0.0482341,4.0
0.12120694,0.12785901,0.75093406,4.0
0.77558625,0.14237906,0.08203464,4.0
0.05236716,0.0024959298,0.9451369,4.0
0.27220178,0.10523831,0.6225599,4.0
0.5607051,0.2694095,0.16988534,4.0
0.20392984,0.6401228,0.15594746,4.0
0.0073332447,0.5580898,0.434577,4.0
0.0063031483,0.6895797,0.3041171,4.0
0.45602098,0.20936434,0.3346147,4.0
0.31129894,0.5892303,0.09947075,4.0
0.43411553,0.20664841,0.35923606,4.0
0.78411216,0.06887084,0.14701703,4.0
0.09640824,0.7163366,0.18725514,4.0
0.18689446,0.4595966,0.35350895,4.0
0.59844804,0.024388367,0.37716365,4.0
0.13306698,0.7531295,0.11380359,4.0
0.069525175,0.7720939,0.15838093,4.0
0.30220228,0.31899554,0.3788022,4.0
0.041341525,0.6155872,0.34307125,4.0
0.79604363,0.0044771302,0.19947934,4.0
0.004970332,0.4765922,0.51843745,4.0
0.05558001,0.51586556,0.42855445,4.0
0.1842337,0.42459157,0.3911748,4.0
0.011879924,0.025217438,0.9629027,4.0
0.93193823,0.015027894,0.053033914,4.0
0.94946676,0.044506,0.00602722,4.0
0.52901345,0.17264396,0.2983426,4.0
0.34322166,0.16648212,0.49029619,4.0
0.0003116781,0.004657831,0.9950305,4.0
0.9406143,0.04013773,0.019248059,4.0
0.1894137,0.68795466,0.12263164,4.0
0.53353584,0.21350081,0.2529633,4.0
0.09902382,0.13818958,0.76278657,4.0
0.37629598,0.07625734,0.5474466,4.0
0.04011525,0.91016906,0.049715675,4.0
0.5017572,0.26178613,0.23645666,4.0
0.99225074,0.002749941,0.0049992804,0.0
0.16335313,0.42033842,0.41630843,0.0
0.7846805,0.035915587,0.17940393,0.0
0.01238953,0.9874687,0.00014171678,1.0
0.06668274,0.05066182,0.88265544,0.0
0.23576453,0.06292168,0.7013138,0.0
0.9949982,0.004042508,0.00095931586,0.0
0.28913948,0.13955744,0.571303,0.0
0.53223693,0.32494944,0.14281355,0.0
0.29844815,0.7002872,0.0012646355,0.0
0.30321595,0.0834999,0.6132841,0.0
0.009439418,0.016311096,0.97424954,1.0
0.014767348,0.9723709,0.012861763,2.0
0.20859021,0.43280762,0.3586022,0.0
0.3445696,0.3646785,0.29075184,0.0
0.39259335,0.33448166,0.27292505,0.0
0.0013333346,0.33183944,0.66682726,0.0
0.07639116,0.6883179,0.2352909,0.0
0.42990896,0.03157599,0.53851503,0.0
0.15305139,0.7382789,0.10866972,0.0
0.005875582,0.01730116,0.9768232,0.0
0.0385906,0.9498145,0.011594913,0.0
0.37438247,0.08401547,0.54160213,0.0
0.028239401,0.5441002,0.4276603,0.0
0.84282595,0.07681669,0.08035735,0.0
0.11257229,0.7665185,0.12090923,2.0
0.068277635,0.8812174,0.050504934,0.0
0.7905201,0.05537707,0.15410282,0.0
0.5369856,0.4262985,0.03671597,1.0
0.43465298,0.06747305,0.497874,0.0
0.034620512,0.006744102,0.9586354,1.0
0.35731348,0.5402924,0.10239408,2.0
0.93221825,0.055968285,0.011813468,0.0
0.94522756,0.0016360632,0.053136393,0.0
0.014843232,0.98303425,0.002122543,1.0
0.075297,0.92156094,0.0031420174,0.0
0.99761224,0.0011706633,0.0012170553,0.0
0.20974408,0.74930614,0.04094977,0.0
0.76467234,0.21177462,0.023553003,0.0
0.005665392,0.99282634,0.0015083144,0.0
0.51553005,0.3870936,0.09737637,2.0
0.18885493,0.7657747,0.045370303,0.0
0.40485877,0.3959853,0.19915591,2.0
0.46745634,0.33099985,0.2015438,0.0
0.6813001,0.09556635,0.2231335,0.0
0.946301,0.025164193,0.028534843,0.0
0.063909344,0.88047284,0.055617817,0.0
0.054249216,0.22825788,0.71749294,0.0
0.2839486,0.0383659,0.6776855,2.0
0.9959013,0.0029720394,0.0011267151,0.0
0.00025631863,0.0018953214,0.9978484,1.0
0.12872188,0.5890724,0.28220567,0.0
0.6015204,0.026828246,0.3716513,1.0
0.0027826328,0.024009967,0.9732074,0.0
0.11188671,0.8769851,0.011128171,0.0
0.28548127,0.039514806,0.6750039,0.0
0.75893205,0.18210578,0.058962137,0.0
0.06439033,0.88189906,0.053710554,1.0
0.0677546,0.4528995,0.47934592,0.0
0.8713163,0.098870404,0.029813357,0.0
0.52877635,0.44584757,0.02537612,0.0
0.08901491,0.47430727,0.43667778,0.0
0.41808203,0.48785958,0.09405839,0.0
0.43857488,0.4812938,0.08013138,2.0
0.5222851,0.2612701,0.21644486,0.0
0.010152434,0.0035670972,0.98628044,0.0
0.3212575,0.49385262,0.18488993,0.0
0.084741764,0.50114816,0.41411,0.0
0.0064852983,0.010688922,0.9828258,2.0
0.9709399,0.009860305,0.01919983,0.0
0.02040771,0.03934226,0.94025004,0.0
0.95882857,0.014639545,0.026531845,0.0
0.50669104,0.3299094,0.16339955,0.0
0.12595806,0.8306874,0.043354534,0.0
0.26456013,0.6726768,0.06276305,0.0
0.30225497,0.018008862,0.67973614,0.0
0.99325573,0.0004637301,0.006280566,0.0
0.4046207,0.24409752,0.35128176,0.0
0.61171013,0.37392786,0.014361993,0.0
0.49289706,0.42584166,0.08126135,0.0
0.17693157,0.81532234,0.007746056,0.0
0.37094006,0.4805434,0.14851657,2.0
0.29152322,0.43038243,0.27809426,0.0
0.06659325,0.90375453,0.029652148,0.0
0.6088875,0.35660243,0.034510154,1.0
0.94120574,0.056974456,0.0018197274,0.0
0.88174933,0.114292465,0.003958238,0.0
0.034061946,0.050744444,0.9151936,1.0
0.49217483,0.030864032,0.47696123,0.0
0.022108277,0.5157638,0.46212783,0.0
0.011120267,0.0007627083,0.9881171,0.0
0.049082078,0.418189,0.53272897,0.0
0.94404763,0.00060097914,0.05535144,1.0
0.99927264,0.0001056697,0.0006217075,0.0
0.003142959,0.016630089,0.980227,1.0
0.42143494,0.033884585,0.5446804,0.0
0.98685896,3.144837e-05,0.013109651,1.0
0.015795086,0.0002463104,0.9839586,0.0
0.0014643765,0.07814826,0.9203873,0.0
0.0040169726,0.057846833,0.9381363,0.0
0.16891459,0.3729736,0.45811185,0.0
0.26130092,0.5394802,0.19921882,0.0
0.15645702,0.78248614,0.061056815,0.0
0.9644703,0.005947902,0.029581763,0.0
0.4104612,0.47988284,0.10965608,0.0
0.92967993,0.055445075,0.014874976,0.0
0.9926563,0.0026129822,0.004730771,4.0
0.16090612,0.41142398,0.42766988,4.0
0.78027976,0.035189237,0.18453106,4.0
0.012398328,0.987462,0.0001397227,4.0
0.0682922,0.049620196,0.8820876,4.0
0.24225132,0.06500693,0.69274175,4.0
0.99515176,0.0039019084,0.00094627665,4.0
0.28723124,0.1413104,0.57145834,4.0
0.5357803,0.32734272,0.13687699,4.0
0.31091216,0.6879536,0.0011342615,4.0
0.3034603,0.09238827,0.6041515,4.0
0.009448424,0.018439522,0.9721121,4.0
0.015090964,0.9737723,0.011136791,4.0
0.2112306,0.4147677,0.37400165,4.0
